app 0 -0.0112086044 -0.00565774271 0 0 0 1
app 1 0.00364260005 0.0305689081 0 -0 0 1
app 2 -0.0515890304 -0.0166130021 0 0 0 1
app 3 0.0184437661 0.00691100284 0 0 0 1
app 4 0.0305913532 -0.00637371946 0 0 0 1
app 5 0.00234099706 0.00464655827 0 0 0 1
app 6 0.0371517293 -0.0240889689 0 0 0 1
app 7 -0.00403138703 -0.0417041723 0 0 0 1
app 8 -0.040311793 0.00713306821 0 0 0 1
app 9 -0.0119475105 -0.0181671738 0 0 0 1
app 10 -0.0241783715 0.0174082709 0 0 0 1
app 11 -0.0433830364 -0.0100836939 0 0 0 1
app 12 -0.0148081996 0.0114060363 0 0 0 1
app 13 0.0028781553 -0.0484901521 0 0 0 1
app 14 0.0194926149 -0.0402840043 0 -0 0 1
app 15 0.0209192401 0.0232116334 0 0 0 1
app 16 0.0166870225 0.0492513298 0 0 0 1
app 17 0.0194768687 -0.00324684894 0 -0 0 1
app 18 -0.0148440719 -0.0455974048 0 0 0 1
app 19 0.00381421139 0.0288227727 0 0 0 1
app 20 0.00236266348 0.0387412761 0 0 0 1
app 21 -0.0376032177 -0.0111737478 0 0 0 1
app 22 -0.0308901222 0.0287103383 0 0 0 1
app 23 0.0489399411 0.0303889893 0 -0 0 1
app 24 0.00646995566 -0.042947082 0 0 0 1
app 25 0.0196949723 -0.0561135933 0 0 0 1
app 26 -0.0206758008 -0.022818962 0 0 0 1
app 27 0.0315676791 -0.0443890611 0 0 0 1
app 28 0.0271199911 0.0475318745 0 0 -0 1
app 29 0.0441737227 -0.0357735906 0 -0 0 1
app 30 -0.00841679215 0.00231236796 0 0 0 1
app 31 0.0421003917 -0.0350706285 0 -0 0 1
app 32 0.0397715666 -0.04385065 0 0 0 1
app 33 0.000192912641 -0.00563041307 0 0 0 1
app 34 -0.00780978441 -0.0230040236 0 0 0 1
app 35 0.00642380858 0.0178138236 0 0 0 1
app 36 0.0222090625 -0.0334612509 0 -0 0 1
app 37 -0.0092200004 -0.0373348007 0 0 0 1
app 38 -0.02957304 0.0346046835 0 0 -0 1
app 39 0.0146368002 -0.0197911125 0 0 0 1
app 40 -0.0151372548 0.0235091141 0 0 -0 1
app 41 -0.0074287662 0.0393493964 0 0 -0 1
